Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2022-05-17,6786.7333984375,6855.517858556799,6672.092631572002,6672.092631572002,159657600
2022-05-18,6947.22998046875,6947.22998046875,6763.804766462975,6878.445525216584,153514300
2022-05-19,6832.58984375,6855.517997588087,6763.805382235738,6786.733536073825,140908900
2022-05-20,6786.7333984375,6855.517858556799,6786.7333984375,6809.6615518106,86520200
2022-05-23,6763.8056640625,6855.518283236229,6740.877509269068,6832.590128442796,71603500
2022-05-24,6740.87744140625,6855.518214219282,6717.949286843644,6717.949286843644,108710800
2022-05-25,6763.8056640625,6832.590128442796,6740.877509269068,6786.733818855932,76747400
2022-05-27,6947.22998046875,6947.22998046875,6855.517373465862,6901.373676967306,84336900
2022-05-30,6947.22998046875,6970.1581322194725,6855.517373465862,6947.22998046875,105411400
2022-05-31,7107.72802734375,7107.72802734375,6901.374633001512,6970.159097782258,286292700
2022-06-02,6947.22998046875,7038.942587471638,6901.373676967306,6993.086283970194,149226300
2022-06-03,6970.15869140625,7038.9431521767065,6947.230537816098,6970.15869140625,80563100
2022-06-06,6832.58984375,6947.230612940436,6809.661689911913,6924.302459102349,81140300
2022-06-07,6763.8056640625,6855.518283236229,6695.021199682204,6695.021199682204,129242500
2022-06-08,6970.15869140625,6970.15869140625,6809.661616275185,6878.446077045642,108910500
2022-06-09,6878.4453125,6947.229765625,6878.4453125,6878.4453125,107828300
2022-06-10,6740.87744140625,6832.590059656675,6740.87744140625,6786.733750531463,111768600
2022-06-13,6740.87744140625,6786.733750531463,6672.092977718431,6695.021132281037,85539500
2022-06-14,6786.7333984375,6786.7333984375,6649.1644781989025,6695.020784945102,80865100
2022-06-15,6717.94873046875,6763.805035796182,6695.020577805034,6695.020577805034,130367100
2022-06-16,6947.22998046875,6970.1581322194725,6763.804766462975,6786.732918213696,132666300
2022-06-17,6878.4453125,6924.3016145833335,6809.660859375,6809.660859375,117839400
2022-06-20,6993.0869140625,7016.015067879098,6878.446144979508,6970.158760245901,88138700
2022-06-21,7016.01416015625,7016.01416015625,6924.301556755515,6970.157858455882,44295700
2022-06-22,6878.4453125,7016.01421875,6878.4453125,6993.086067708334,53041800
2022-06-23,6901.37451171875,6947.230820766715,6832.5900481468025,6832.5900481468025,60443000
2022-06-24,6855.51806640625,6970.1588367474915,6855.51806640625,6970.1588367474915,57956600
2022-06-27,6740.87744140625,6878.446368781888,6740.87744140625,6855.518214219282,76354100
2022-06-28,6695.0205078125,6786.733117508562,6695.0205078125,6695.0205078125,146078100
2022-06-29,6672.0927734375,6786.73354274055,6672.0927734375,6717.949081158719,98517800
2022-06-30,6649.16455078125,6786.733472521551,6649.16455078125,6695.020858028017,101343900
2022-07-01,6649.16455078125,6717.949011651401,6649.16455078125,6695.020858028017,68738800
2022-07-04,6465.740234375,6672.093646110372,6419.883920656029,6649.165489250887,102238600
2022-07-05,6649.16455078125,6717.949011651401,6511.595629040949,6511.595629040949,69172900
2022-07-06,6695.0205078125,6717.948660236515,6580.379745692423,6695.0205078125,66801100
2022-07-07,6511.595703125,6649.164626430458,6511.595703125,6626.236472546215,86126800
2022-07-08,6557.45166015625,6580.379812814139,6488.667202182583,6534.523507498361,64312400
2022-07-11,6534.5244140625,6603.308881578947,6534.5244140625,6603.308881578947,36830800
2022-07-12,6580.3798828125,6649.164341517857,6557.451729910715,6580.3798828125,34269000
2022-07-13,6419.8828125,6534.523577008928,6419.8828125,6511.595424107143,71988200
2022-07-14,6442.81103515625,6511.595494606317,6419.882882006228,6442.81103515625,83316300
2022-07-15,6419.8828125,6511.595424107143,6419.8828125,6511.595424107143,57419900
2022-07-18,6557.45166015625,6557.45166015625,6442.810896866805,6442.810896866805,60077700
2022-07-19,6580.3798828125,6580.3798828125,6511.595424107143,6511.595424107143,59641000
2022-07-20,6786.7333984375,6786.7333984375,6580.380018079603,6603.308171452703,105792900
2022-07-21,6786.7333984375,6786.7333984375,6649.1644781989025,6786.7333984375,64337100
2022-07-22,6717.94873046875,6786.733188459898,6695.020577805034,6786.733188459898,38956500
2022-07-25,6695.0205078125,6763.804965084546,6695.0205078125,6740.876812660531,31247600
2022-07-26,6695.0205078125,6763.804965084546,6649.164202964469,6649.164202964469,44379900
2022-07-27,6717.94873046875,6740.876883132466,6672.092425141318,6717.94873046875,58465500
2022-07-28,6740.87744140625,6832.590059656675,6717.949286843644,6763.805595968856,86909700
2022-07-29,6740.87744140625,6855.518214219282,6740.87744140625,6786.733750531463,131553000
2022-08-01,6878.4453125,6878.4453125,6740.87640625,6740.87640625,104841600
2022-08-02,6970.15869140625,6993.086844996403,6878.446077045642,6970.15869140625,106466900
2022-08-03,6993.0869140625,6993.0869140625,6947.2306064293025,6993.0869140625,60170600
2022-08-04,7153.58349609375,7153.58349609375,7016.014582707332,7038.942734938401,164221000
2022-08-05,7222.36767578125,7222.36767578125,7084.798767671131,7176.511373077877,118734200
2022-08-08,7222.36767578125,7268.223978484622,7107.726919022817,7222.36767578125,84328900
2022-08-09,7245.296875,7314.081339003165,7222.368720332279,7222.368720332279,92875800
2022-08-10,7245.296875,7245.296875,7084.79979232595,7153.584256329114,104376300
2022-08-11,7291.15234375,7291.15234375,7176.511583628144,7199.439735652515,73204700
2022-08-12,7268.224609375,7314.080916058754,7199.44014934937,7268.224609375,59381200
2022-08-15,7291.15234375,7314.08049577437,7245.2960397012575,7291.15234375,81411000
2022-08-16,7314.0810546875,7314.0810546875,7199.440285805251,7291.152900911051,83556700
2022-08-18,7337.0087890625,7359.93694152832,7222.368026733398,7245.296179199218,86136900
2022-08-19,7245.296875,7382.86580300633,7245.296875,7382.86580300633,58194900
2022-08-22,7337.0087890625,7337.0087890625,7176.511721801758,7199.439874267578,97293300
2022-08-23,7245.296875,7337.0094936708865,7245.296875,7337.0094936708865,71671800
2022-08-24,7291.15234375,7359.936799823113,7245.2960397012575,7291.15234375,108892400
2022-08-25,7405.79345703125,7428.721610148994,7245.296385207043,7337.008997678018,99503500
2022-08-26,7337.0087890625,7451.649551391602,7337.0087890625,7359.93694152832,80472400
2022-08-29,7474.57763671875,7474.57763671875,7291.152418639762,7337.008723159509,57762100
2022-08-30,7497.505859375,7589.218469275612,7405.793249474388,7428.721401949541,124467000
2022-08-31,7520.4345703125,7543.362724490282,7382.865645245808,7405.79379942359,137659900
2022-09-01,7474.57763671875,7566.290245758244,7451.649484458876,7474.57763671875,74960800
2022-09-02,7543.36279296875,7543.36279296875,7474.57832981098,7474.57832981098,71430600
2022-09-05,7589.21923828125,7612.147393079683,7520.4347738859515,7543.362928684384,62906000
2022-09-06,7589.21923828125,7658.0037026765485,7566.291083482817,7612.147393079683,67079900
2022-09-07,7680.93115234375,7680.93115234375,7566.290388875933,7566.290388875933,117931700
2022-09-08,7658.00341796875,7795.572341644835,7658.00341796875,7703.859725860778,132777400
2022-09-09,7680.93115234375,7795.571915811567,7589.218541569497,7795.571915811567,91234600
2022-09-12,7680.93115234375,7726.787457730877,7635.074846956623,7635.074846956623,52395300
2022-09-13,7818.5,7864.356304985337,7680.931085043988,7680.931085043988,124485200
2022-09-14,7795.57275390625,7933.141684857537,7680.931978113511,7680.931978113511,116642400
2022-09-15,8024.853515625,8139.494280133928,7795.571986607143,7795.571986607143,190404800
2022-09-16,7749.7158203125,8001.925506772374,7749.7158203125,7978.99735345784,363127600
2022-09-19,7933.14111328125,8024.853727307623,7749.715885228504,7772.644038735098,102530600
2022-09-20,7841.42919921875,7933.141821431835,7841.42919921875,7841.42919921875,89238400
2022-09-21,7772.64404296875,7887.28481056416,7726.787735930587,7818.500350006914,90933700
2022-09-22,7772.64404296875,7818.500350006914,7680.931428892422,7680.931428892422,61908500
2022-09-23,7680.93115234375,7772.643763118004,7680.93115234375,7680.93115234375,60567600
2022-09-26,7726.7880859375,7795.572549610533,7520.434694918397,7520.434694918397,106228200
2022-09-27,7612.14697265625,7749.715893848833,7612.14697265625,7680.931433252542,89567100
2022-09-28,7635.07470703125,7726.787316124718,7566.290250211148,7566.290250211148,89153400
2022-09-29,7680.93115234375,7749.7156104244405,7635.074846956623,7635.074846956623,62643700
2022-09-30,7841.42919921875,7864.357354772021,7589.219488132767,7680.9321103458515,176524800
2022-10-03,7795.57275390625,7818.500909064798,7749.716443589155,7749.716443589155,115079600
2022-10-04,7841.42919921875,7910.213665878563,7818.501043665478,7818.501043665478,80524500
2022-10-05,7749.7158203125,7841.428433570636,7726.787666997966,7818.500280256102,63788000
2022-10-06,7726.7880859375,7795.572549610533,7726.7880859375,7772.6443950528555,43967400
2022-10-07,7520.4345703125,7680.931649556974,7520.4345703125,7635.07534120141,112043400
2022-10-10,7612.14697265625,7680.931433252542,7451.64989793157,7474.578051463667,80238200
2022-10-11,7566.2900390625,7612.146342329545,7474.577432528409,7520.433735795455,64060000
2022-10-12,7635.07470703125,7635.07470703125,7497.5057933910475,7520.433945664414,47569700
2022-10-13,7589.21923828125,7680.9318574749805,7589.21923828125,7589.21923828125,62282800
2022-10-14,7566.2900390625,7658.002645596591,7566.2900390625,7612.146342329545,70642900
2022-10-17,7566.2900390625,7612.146342329545,7497.505584161932,7566.2900390625,56387500
2022-10-18,7612.14697265625,7772.644047380931,7566.290665592056,7589.218819124153,85665300
2022-10-19,7589.21923828125,7658.0037026765485,7543.362928684384,7566.291083482817,66753500
2022-10-20,7795.57275390625,7795.57275390625,7566.291202320772,7566.291202320772,91812300
2022-10-21,7933.14111328125,8001.92557380103,7749.715885228504,7749.715885228504,122777800
2022-10-24,8162.42236328125,8162.42236328125,8001.925294340326,8024.853447046173,89416500
2022-10-25,7978.99755859375,8139.494635921785,7978.99755859375,8093.638328113775,84696300
2022-10-26,7841.42919921875,7933.141821431835,7841.42919921875,7910.213665878563,98962100
2022-10-27,7978.99755859375,7978.99755859375,7841.428635169719,7841.428635169719,77003400
2022-10-28,8024.853515625,8024.853515625,7933.140904017857,7933.140904017857,84980600
2022-10-31,8070.7099609375,8116.566267533736,8047.781807639382,8116.566267533736,138922800
2022-11-01,8070.7099609375,8254.135187322443,8001.925501043146,8254.135187322443,118118400
2022-11-02,8024.853515625,8093.637974330357,8001.925362723215,8070.709821428572,68323600
2022-11-03,8070.7099609375,8093.638114235618,7978.9973477450285,7978.9973477450285,81856300
2022-11-04,8047.78271484375,8070.710870726496,7956.0700913127675,8047.78271484375,84458300
2022-11-07,8116.56640625,8116.56640625,7956.069330420198,8001.925637800141,94794000
2022-11-08,8024.853515625,8139.494280133928,8001.925362723215,8116.566127232143,42525500
2022-11-09,8139.49462890625,8139.49462890625,7956.069397832306,7956.069397832306,96599500
2022-11-10,8070.7099609375,8070.7099609375,8001.925501043146,8001.925501043146,89463000
2022-11-11,8116.56640625,8185.350867319915,8093.6382525600275,8162.422713629943,59597900
2022-11-14,8024.853515625,8162.422433035715,8024.853515625,8139.494280133928,49208200
2022-11-15,8070.7099609375,8116.566267533736,8024.853654341265,8047.781807639382,59092900
2022-11-16,7887.28466796875,7956.069127282431,7841.428361759629,7910.21282107331,143424800
2022-11-17,8001.92529296875,8093.6379037764145,7887.284529459169,7910.212682161085,72679800
2022-11-18,8093.63818359375,8162.42264407755,8001.925569615351,8001.925569615351,83556900
2022-11-21,8001.92529296875,8162.4223618821625,8001.92529296875,8139.494209180247,35901000
2022-11-22,8162.42236328125,8208.278668692943,8116.566057869558,8162.42236328125,84684200
2022-11-23,8139.49462890625,8231.207244443221,8139.49462890625,8162.422782790493,84642100
2022-11-24,8254.134765625,8254.134765625,8208.278461371528,8231.206613498265,53520800
2022-11-25,8231.2060546875,8254.13420525766,8162.42160297702,8254.13420525766,75048300
2022-11-28,8277.0634765625,8345.847937586565,8231.207169213123,8299.991630237188,96209700
2022-11-29,8231.2060546875,8322.91865696814,8185.34975354718,8231.2060546875,91562100
2022-11-30,8529.2724609375,8620.985068044354,8116.565728956653,8139.4938807333665,644359600
2022-12-01,8254.134765625,8575.128895399306,8254.134765625,8506.344439019098,155775400
2022-12-02,8194.2890625,8263.342060217698,8194.2890625,8194.2890625,130982100
2022-12-05,8079.2021484375,8194.290498130342,8079.202148437499,8102.219818376068,114656300
2022-12-06,7987.130859375,8056.183863922911,7895.060186644453,8033.166195740274,180553800
2022-12-07,7779.97119140625,7895.059522640071,7779.97119140625,7826.006523899779,229308700
2022-12-08,7826.00732421875,7895.06033002068,7687.901312614889,7710.918981215533,172590100
2022-12-09,7895.05908203125,7918.076746993441,7779.9707572203,7826.006087144679,90851300
2022-12-12,8010.1484375,8010.1484375,7802.989426185344,7849.024762033046,102851800
2022-12-13,8010.1484375,8010.1484375,7872.042429956896,7941.095433728448,104580200
2022-12-14,7941.09619140625,8010.149201766304,7849.025510926178,7918.078521286232,118164300
2022-12-15,7826.00732421875,7918.077998621323,7826.00732421875,7895.06033002068,113255700
2022-12-16,7918.0771484375,7964.112480695858,7733.93581940407,7756.953485533249,181516700
2022-12-19,7964.11279296875,8010.148127032153,7918.077458905346,7964.11279296875,67482900
2022-12-20,7895.05908203125,7964.1120769178215,7872.04141706906,7872.04141706906,41243700
2022-12-21,7987.130859375,8010.148527557637,7895.060186644453,7918.07785482709,33617700
2022-12-22,7895.05908203125,7987.129741880011,7895.059082031251,7964.1120769178215,59591500
2022-12-23,7826.00732421875,7895.06033002068,7826.00732421875,7849.024992819393,47393000
2022-12-26,7895.05908203125,7941.094411955631,7826.006087144679,7826.006087144679,20495900
2022-12-27,7918.0771484375,7964.112480695858,7895.059482308321,7918.0771484375,27193800
2022-12-28,7964.11279296875,7964.11279296875,7872.042124841943,7964.11279296875,40420200
2022-12-29,7895.05908203125,7918.076746993441,7826.006087144679,7849.02375210687,47020900
2022-12-30,7872.04296875,7964.113646747076,7872.04296875,7895.060638249269,44681400
2023-01-02,7872.04296875,7918.078307748538,7826.0076297514615,7895.060638249269,10653900
2023-01-03,7872.04296875,7918.078307748538,7849.025299250731,7872.04296875,27399100
2023-01-04,7687.90087890625,7895.0598846252815,7687.90087890625,7849.024550021052,90918800
2023-01-05,7595.82958984375,7710.917916962595,7503.758928148674,7687.9002515388265,128838500
2023-01-06,7641.865234375,7664.8829007436,7457.723903426205,7457.723903426205,69286600
2023-01-09,7779.97119140625,7779.97119140625,7664.88286017243,7664.88286017243,86916900
2023-01-10,7526.77685546875,7756.9535177155,7503.759189244075,7733.935851490825,101759100
2023-01-11,7480.7421875,7503.759855769231,7365.653846153847,7411.689182692308,96069100
2023-01-12,7526.77685546875,7618.847520367451,7480.7415230194,7503.759189244075,103804600
2023-01-13,7411.68896484375,7526.777302807162,7388.671297251068,7503.75963521448,119748200
2023-01-16,7503.75927734375,7549.794610333589,7411.688611364072,7411.688611364072,105710700
2023-01-17,7664.8828125,7710.918144707207,7503.759149774775,7526.776815878378,88695900
2023-01-18,7641.865234375,7664.8829007436,7526.776902532003,7549.794568900603,96814600
2023-01-19,7664.8828125,7687.900478603604,7595.829814189189,7687.900478603604,66391800
2023-01-20,7641.865234375,7664.8829007436,7595.829901637801,7618.847568006401,96859500
2023-01-24,7572.8125,7687.900835866261,7572.8125,7641.865501519756,42474500
2023-01-25,7549.794921875,7641.865591653963,7549.794921875,7641.865591653963,66124500
2023-01-26,7802.9892578125,7802.9892578125,7572.812583540745,7572.812583540745,77582300
2023-01-27,8010.1484375,8148.254445043103,7872.042429956896,8010.1484375,196804700
2023-01-30,8010.1484375,8079.201441271552,7895.060097880747,8033.16610542385,68544300
2023-01-31,7802.9892578125,7987.130597229904,7802.9892578125,7941.095262375554,200589000
2023-02-01,7826.00732421875,7895.06033002068,7779.971987017463,7895.06033002068,77396200
2023-02-02,7779.97119140625,7849.024190146542,7733.935858912722,7756.953525159486,99109500
2023-02-03,8010.1484375,8010.1484375,7826.007094109195,7872.042429956896,71716700
2023-02-06,8033.16552734375,8056.18319361121,7964.112528541368,8056.18319361121,117757700
2023-02-07,8148.25439453125,8148.25439453125,8056.183723406603,8079.201391187765,116014700
2023-02-08,8125.236328125,8148.253994776912,8102.218661473087,8125.236328125,54495500
2023-02-09,8194.2890625,8194.2890625,8102.2183988764045,8125.236064782303,72381700
2023-02-10,8125.236328125,8194.289328080737,8010.147994865439,8171.271661428824,62060900
2023-02-13,8171.27197265625,8194.28964018486,8079.201302541813,8171.27197265625,63775000
2023-02-14,8240.3251953125,8240.3251953125,8125.236854595844,8148.254522739176,81678200
2023-02-15,8171.27197265625,8194.28964018486,8056.1836350132035,8171.27197265625,38037000
2023-02-16,8010.1484375,8148.254445043103,8010.1484375,8125.236777119252,66040400
2023-02-17,8033.16552734375,8148.253858681053,8033.16552734375,8079.2008598786715,43588900
2023-02-20,8056.18310546875,8125.236103515625,8010.147773437499,8033.165439453124,40077000
2023-02-21,8010.1484375,8102.219109195402,8010.1484375,8079.201441271552,25390500
2023-02-22,7987.130859375,8056.183863922911,7941.095523009726,8010.148527557637,38671900
2023-02-23,8033.16552734375,8056.18319361121,7941.094862273908,7941.094862273908,53412300
2023-02-24,7987.130859375,8148.254536653459,7987.130859375,8079.201532105548,44123400
2023-02-27,8079.2021484375,8079.202148437499,7964.113798744657,7987.131468683226,59983900
2023-02-28,8056.18310546875,8079.200771484375,7987.1301074218745,8079.200771484375,106349400
2023-03-01,7918.0771484375,8056.1831452125725,7918.0771484375,8033.165479083394,67034700
2023-03-02,7941.09619140625,8010.149201766304,7918.078521286232,7918.078521286232,56672000
2023-03-03,7802.9892578125,7987.130597229904,7802.9892578125,7964.112929802729,95376900
2023-03-06,7733.93603515625,7872.042035784039,7733.93603515625,7872.042035784039,92652000
2023-03-07,7756.9541015625,7802.989437476818,7687.901097691024,7687.901097691024,106115600
2023-03-08,7895.05908203125,7895.059082031251,7733.935427295919,7733.935427295919,79350900
2023-03-09,7895.05908203125,7964.1120769178215,7872.04141706906,7964.1120769178215,54201400
2023-03-10,7779.97119140625,7872.041856393306,7779.97119140625,7826.006523899779,59580100
2023-03-13,7872.04296875,7941.095977247807,7779.972290752924,7779.972290752924,82077700
2023-03-14,7664.8828125,7802.988809121622,7664.8828125,7756.953476914415,90495300
2023-03-15,7664.8828125,7802.988809121622,7664.8828125,7779.971143018018,86747400
2023-03-16,7641.865234375,7687.9005671121995,7595.829901637801,7641.865234375,105894000
2023-03-17,7710.91796875,7779.970965485075,7664.882637593284,7710.91796875,198558600
2023-03-20,7733.93603515625,7802.989035470145,7710.9183683849515,7733.93603515625,37277900
2023-03-21,7826.00732421875,7826.00732421875,7710.918981215533,7733.936649816176,91617400
2023-03-24,8125.236328125,8125.236328125,7941.094994909702,8010.147994865439,145603600
2023-03-27,8010.1484375,8125.236777119252,8010.1484375,8125.236777119252,110692800
2023-03-28,7987.130859375,8102.219200288185,7987.130859375,8102.219200288185,98296600
2023-03-29,8264.1669921875,8264.1669921875,8099.822762229226,8146.778256503018,101068200
2023-03-30,8287.646484375,8358.079740616147,8264.168732294618,8358.079740616147,118912100
2023-03-31,8217.2119140625,8311.122907366072,8193.734165736607,8287.64515904018,97146900
2023-04-03,8264.1669921875,8287.644739324396,8217.211497913708,8287.644739324396,60288900
2023-04-04,8240.689453125,8287.644948584402,8123.300714476495,8287.644948584402,60975800
2023-04-05,8193.7353515625,8264.168606733525,8193.7353515625,8240.69085500985,36922100
2023-04-06,8217.2119140625,8240.689662388393,8170.256417410715,8170.256417410715,45489400
2023-04-10,8264.1669921875,8264.1669921875,8170.2560036399145,8193.733750776812,32996000
2023-04-11,8287.646484375,8287.646484375,8217.213228133853,8287.646484375,44554300
2023-04-12,8358.078125,8358.078125,8287.644882373595,8358.078125,91903600
2023-04-13,8381.556640625,8405.034390318628,8334.601141237745,8405.034390318628,51726500
2023-04-14,8451.990234375,8451.990234375,8405.034733072916,8451.990234375,110354200
